ID;Precio (€/mes);Tipo;Telefonos;Ciudad;Dirección;Barrio;Habitaciones;Baños;Area (m2);Planta;Ascensor;Terraza;Parking;Calefacción;Aire;Balcón;Precio del m2 (€/m2)
162846169;650;Piso;953115713;Jaén Capital;;;3;2;130;2;True;False;False;False;False;False;5.0
158428683;600;Piso;961284629;Jaén Capital;C/ Santo Reino;Avda de Madrid - Pº de la Estación;2;1;62;;True;False;False;True;False;False;9.67741935483871
162819554;600;Ático;953114539;Jaén Capital;;;3;2;90;5;True;False;False;False;False;False;6.666666666666667
162724126;750;Piso;953115713;Jaén Capital;;;4;2;154;5;True;False;False;False;False;False;4.87012987012987
162800429;1200;Casa adosada;953380135;Jaén Capital;Calle Pintor José María Tamayo;Renfe - Bulevar 1ª y 2ª Fase;4;4;250;;False;False;False;True;True;False;4.8
162428485;430;Apartamento;953114865;Jaén Capital;Calle de Adarves Bajos;San Ildefonso - Catedral;2;1;65;2;True;False;False;False;False;False;6.615384615384615
162376151;600;Piso;953114865;Jaén Capital;Avenida de Granada;San Ildefonso - Catedral;2;2;96;2;True;False;False;False;False;False;6.25
162360734;450;Piso;953114865;Jaén Capital;Calle Labradores;Belén - San Roque;3;1;80;1;False;False;False;False;False;True;5.625
162797896;450;Casa o chalet;953113786;Jaén Capital;;;3;2;98;;False;False;False;True;False;True;4.591836734693878
162796651;500;Piso;953115713;Jaén Capital;;;2;1;70;5;True;False;False;False;False;False;7.142857142857143
162795643;600;Piso;953115713;Jaén Capital;;;3;1;70;1;False;False;False;False;True;False;8.571428571428571
162738119;400;Piso;953114239;Jaén Capital;Conserje Enrique López;San Ildefonso - Catedral;1;1;35;;False;False;False;False;True;True;11.428571428571429
162657097;1000;Casa o chalet;953115713;Jaén Capital;;;5;3;345;;False;True;False;True;False;False;2.898550724637681
161771404;350;Apartamento;953115713;Jaén Capital;;;1;1;40;;False;False;False;False;False;False;8.75
162771831;600;Piso;953113786;Jaén Capital;;;4;1;115;3;True;False;False;False;False;False;5.217391304347826
161772586;980;Piso;953115713;Jaén Capital;;;5;2;170;4;True;False;False;False;False;False;5.764705882352941
162704987;600;Piso;;Jaén Capital;Calle Joaquín Tenorio;San Bartolomé - Millán de Priego;2;2;106;;False;False;False;True;True;False;5.660377358490566
162758196;1200;Casa o chalet;953115713;Jaén Capital;;;6;4;250;;False;True;False;False;False;True;4.8
162755221;450;Piso;953115713;Jaén Capital;;;3;1;100;3;False;False;False;True;False;False;4.5
162753080;600;Piso;953115713;Jaén Capital;;;3;2;90;5;True;False;False;False;False;False;6.666666666666667
161846628;620;Piso;953115713;Jaén Capital;;;3;2;75;2;False;False;False;False;False;True;8.266666666666667
162746047;650;Piso;953115713;Jaén Capital;;;2;1;80;;True;False;False;False;False;True;8.125
162739804;1200;Casa adosada;953380135;Jaén Capital;Calle Pintor José María Tamayo;Renfe - Bulevar 1ª y 2ª Fase;4;4;250;;False;True;False;True;False;False;4.8
160204932;495;Piso;953113238;Jaén Capital;;;3;2;120;1;True;False;False;False;False;False;4.125
162735615;500;Piso;953114835;Jaén Capital;;;2;1;92;;False;False;False;False;False;False;5.434782608695652
162718129;1080;Piso;953380135;Jaén Capital;Avenida de Granada;Belén - San Roque;4;2;150;2;True;False;False;False;False;False;7.2
162214836;900;Piso;953113786;Jaén Capital;;;2;1;80;9;True;False;False;False;False;False;11.25
162366003;430;Apartamento;953113786;Jaén Capital;;;1;1;40;1;False;False;False;True;False;False;10.75
162675127;1200;Casa adosada;;Jaén Capital;Calle Pintor José María Tamayo;Renfe - Bulevar 1ª y 2ª Fase;6;4;250;;False;True;False;True;False;False;4.8
162674547;450;Apartamento;;Jaén Capital;Calle del Salido;San Bartolomé - Millán de Priego;1;1;40;;False;False;False;True;False;True;11.25
160973205;700;Piso;953114539;Jaén Capital;;;4;2;135;3;True;False;False;False;False;False;5.185185185185185
162610896;550;Dúplex;953115469;Jaén Capital;Calle Álamos;San Bartolomé - Millán de Priego;1;2;85;;True;True;False;False;False;False;6.470588235294118
162504861;1000;Piso;;Jaén Capital;Calle Calle Cuesta de Belén;Belén - San Roque;3;2;100;;True;False;False;False;False;True;10.0
162594522;400;Apartamento;;Jaén Capital;Plaza Cerro San Cristobal  Urbanización Bellavista;Alcantarilla - La Glorieta;2;1;70;;False;True;False;False;False;False;5.714285714285714
162496449;600;Piso;953114865;Jaén Capital;Paseo de la Estación;Hospital;3;1;85;1;True;False;False;False;False;False;7.0588235294117645
162547884;160000;Piso;;Jaén Capital;Plaza Plaza Cruz Rueda;San Felipe - El Almendral - La Merced;3;2;86;2;True;False;False;False;False;False;1860.4651162790697
162397133;600;Piso;;Jaén Capital;Paseo de la Estación;Hospital;3;1;85;;False;True;False;False;True;False;7.0588235294117645
162321481;600;Piso;953114539;Jaén Capital;;;2;2;96;3;True;False;False;False;False;False;6.25
162254332;600;Piso;;Jaén Capital;Avenida de Granada;San Ildefonso - Catedral;2;2;96;;True;False;True;False;False;False;6.25
161930458;450;Apartamento;;Jaén Capital;Calle Maestro Bartolomé;San Bartolomé - Millán de Priego;2;1;70;;False;True;False;True;False;False;6.428571428571429
161852337;700;Piso;;Jaén Capital;Calle Nueva;Avda de Madrid - Pº de la Estación;3;1;120;;False;False;False;False;True;True;5.833333333333333
161743833;450;Apartamento;;Jaén Capital;Avenida Antonio Pascual Acosta;El Valle - Universidad;1;1;40;;True;False;False;True;False;False;11.25
161522633;600;Piso;;Jaén Capital;Plaza Virgen de la Paz;Belén - San Roque;3;2;120;;False;False;False;False;True;False;5.0
161440202;630;Piso;;Jaén Capital;Calle Melilla;Renfe - Bulevar 1ª y 2ª Fase;3;2;110;;True;False;False;False;False;True;5.7272727272727275
161005573;450;Piso;;Jaén Capital;Calle del Capitán Aranda Baja;San Ildefonso - Catedral;3;1;113;;False;False;False;False;False;True;3.982300884955752
160926404;450;Piso;;Jaén Capital;Calle Doctor Benedicto Fernández;Peñamefecit - Avda Barcelona;3;1;75;;False;False;False;False;False;True;6.0
160139297;540;Piso;;Jaén Capital;Calle Maestro Sapena;Peñamefecit - Avda Barcelona;3;2;95;;True;True;False;False;False;False;5.684210526315789
158696882;700;Piso;;Jaén Capital;Avenida de Madrid;Belén - San Roque;3;;100;;True;False;False;False;True;False;7.0
155672014;590;Piso;;Jaén Capital;;;5;2;150;;True;True;False;False;False;False;3.933333333333333
156779779;500;Piso;;Jaén Capital;Calle del Sagrado Corazón de Jesús;Santa Isabel;1;1;52;;True;False;True;False;False;False;9.615384615384615
161231150;700;Casa adosada;;Jaén Capital;Calle Doctor Fleming;Belén - San Roque;3;1;89;;False;True;False;False;False;True;7.865168539325842
160087936;600;Ático;;Jaén Capital;Avenida de Madrid;Belén - San Roque;4;;;;False;True;False;True;False;True;
160076603;600;Piso;;Jaén Capital;Calle de Hurtado;San Ildefonso - Catedral;1;1;50;;True;False;True;False;False;False;12.0
161933113;536;Piso;911226042;Logroño;Calle Marqués de Larios;Cascajos - Piqueras;1;1;50;5;True;False;True;True;False;False;10.72
161801736;645;Piso;911226042;Logroño;Calle Dinamarca;Portillejo - Valdegastea;3;2;107;8;True;False;True;False;False;True;6.02803738317757
161693189;450;Piso;918007596;Logroño;Calle de San Antón;Centro;2;2;70;2;True;False;False;False;False;False;6.428571428571429
163107886;850;Piso;941470423;Logroño;;;3;2;158;3;True;False;False;False;False;False;5.379746835443038
163103389;490;Estudio;941470714;Logroño;Escuelas Pias;San Millán - Ayuntamiento;1;1;65;3;True;False;False;False;False;False;7.538461538461538
163016191;520;Apartamento;941948051;Logroño;;;2;2;74;;True;False;True;False;False;False;7.027027027027027
162977854;580;Apartamento;941470714;Logroño;Colon;Residencia;2;1;80;1;True;False;False;False;False;False;7.25
162976138;625;Apartamento;941942218;Logroño;Avenida Pérez Galdós;Centro;2;1;70;1;True;False;False;False;False;False;8.928571428571429
162965919;550;Piso;941948051;Logroño;;;3;1;74;;True;True;False;False;False;False;7.4324324324324325
162935426;750;Piso;941946140;Logroño;Calle Sorzano;La Cava - Fardachón;3;2;100;1;True;False;False;False;False;False;7.5
162898433;575;Apartamento;941948051;Logroño;;;2;1;67;;True;False;True;False;False;False;8.582089552238806
162780472;650;Apartamento;941470129;Logroño;;;2;1;100;;True;True;False;False;False;False;6.5
162815336;630;Estudio;941948051;Logroño;;;1;1;76;;True;False;False;True;False;False;8.289473684210526
162872957;700;Piso;941470129;Logroño;;;3;2;110;;True;False;True;False;False;False;6.363636363636363
162686004;700;Piso;941945068;Logroño;Logroño - Avenida de Colón;Residencia;3;2;105;2;True;False;False;False;False;False;6.666666666666667
162682885;800;Piso;941470326;Logroño;Doctores Castroviejo;Centro;4;2;120;2;True;False;False;False;False;False;6.666666666666667
163071498;600;Piso;941942218;Logroño;Calle Éibar;Portillejo - Valdegastea;4;2;120;7;True;False;False;False;False;False;5.0
163009029;650;Piso;941945068;Logroño;Logroño - Pedregales;Cascajos - Piqueras;3;2;81;2;True;False;False;False;False;False;8.024691358024691
163106624;425;Estudio;941945089;Logroño;Calle Senado;San Millán - Ayuntamiento;1;1;60;3;True;False;False;False;False;False;7.083333333333333
163104930;650;Apartamento;941941267;Logroño;Jorge Vigon;Centro;2;1;60;2;True;False;False;False;False;False;10.833333333333334
163103171;750;Piso;941945068;Logroño;Logroño - Alfonso VI;San Adrián;1;1;55;1;True;False;False;False;False;False;13.636363636363637
163073962;425;Estudio;941946251;Logroño;;;1;1;50;4;True;False;False;False;False;False;8.5
162784336;800;Dúplex;941946140;Logroño;Avenida Club Deportivo;San Adrián;4;2;150;3;True;False;False;False;False;False;5.333333333333333
163067644;780;Piso;941471043;Logroño;Sojuela;La Cava - Fardachón;3;2;95;6;True;False;False;False;False;False;8.210526315789474
163063450;590;Piso;941945068;Logroño;Logroño - Calle Bretón de Los Herreros;Casco Antiguo;1;1;35;2;True;False;False;False;False;False;16.857142857142858
163062612;450;Apartamento;;Logroño;Calle Mercaderes;Casco Antiguo;1;1;55;;False;False;False;True;False;True;8.181818181818182
163060870;950;Piso;941944059;Logroño;Calle de San Antón;Centro;3;2;108;4;True;False;False;False;False;False;8.796296296296296
163057080;550;Piso;941945068;Logroño;Logroño - Calle Chile;Centro;3;1;69;7;True;False;False;False;False;False;7.971014492753623
163056680;525;Piso;941470734;Logroño;;;3;1;69;2;True;False;False;False;False;False;7.608695652173913
163056676;350;Apartamento;941470734;Logroño;Doce Ligero;San Millán - Ayuntamiento;2;1;60;5;False;False;False;True;False;False;5.833333333333333
161471307;750;Piso;941470129;Logroño;;;6;2;160;;True;True;False;False;False;False;4.6875
163049098;850;Piso;941944059;Logroño;Calle Juan Lobo;Casco Antiguo;3;2;107;3;True;False;False;False;False;False;7.94392523364486
161017992;650;Piso;941944059;Logroño;Vara de Rey;Centro;4;2;114;;True;False;True;False;False;False;5.701754385964913
163041109;650;Apartamento;941941267;Logroño;Calle Clavijo;La Cava - Fardachón;2;2;65;4;True;False;False;False;False;False;10.0
163040393;590;Estudio;941941267;Logroño;Calle de Bretón de Los Herreros;Casco Antiguo;1;1;55;2;True;False;False;False;False;False;10.727272727272727
163034285;650;Apartamento;941948051;Logroño;;;3;2;154;;True;True;False;False;False;False;4.220779220779221
163027935;475;Apartamento;;Logroño;Calle Calle Ronda de Los Cuarteles;Logroño;2;1;65;;False;False;False;True;False;True;7.3076923076923075
163020390;650;Piso;;Logroño;Calle Somosierra;Centro;3;1;120;;True;True;False;False;False;False;5.416666666666667
163008572;750;Apartamento;941471043;Logroño;Bretón de Los Herreros;Casco Antiguo;2;1;57;1;True;False;False;False;False;False;13.157894736842104
162998950;398;Apartamento;941470673;Logroño;Calle Sagasta;Casco Antiguo;2;1;48;4;False;False;False;False;False;True;8.291666666666666
162995061;850;Piso;941945217;Logroño;Calle Juan Lobo;Casco Antiguo;3;2;122;;False;True;False;True;False;False;6.967213114754099
160519617;850;Piso;848847038;Logroño;;;4;1;166;1;True;False;False;False;False;False;5.120481927710843
162970265;750;Piso;941941267;Logroño;Alfonso VI;San Adrián;3;2;90;5;True;False;False;False;False;False;8.333333333333334
161927877;500;Estudio;941941267;Logroño;Marques de Murrieta;Centro;1;1;55;4;True;False;False;False;False;False;9.090909090909092
162966612;650;Piso;;Logroño;Calle Escuelas Pías;San Millán - Ayuntamiento;3;2;122;;True;True;False;False;False;False;5.327868852459017
162963825;850;Piso;941946251;Logroño;;;3;2;120;1;True;False;False;False;False;False;7.083333333333333
162947528;490;Apartamento;941946140;Logroño;Calle Chile;Centro;2;1;56;4;True;False;False;False;False;False;8.75
162911788;600;Piso;;Logroño;Calle Pilar Salarrullana;Centro;3;2;125;;False;False;False;True;False;True;4.8
162423673;850;Piso;941471237;Logroño;;;3;2;124;4;True;False;False;False;False;False;6.854838709677419
162882349;750;Piso;941471043;Logroño;Lope de Vega;Cascajos - Piqueras;3;2;88;5;True;False;False;False;False;False;8.522727272727273
162874942;650;Piso;;Logroño;Calleja Lobete;Cascajos - Piqueras;3;2;90;;True;True;False;False;False;False;7.222222222222222
162852673;650;Piso;;Logroño;;;3;1;100;;True;False;False;False;False;True;6.5
162833362;650;Piso;;Logroño;Calle Duques de Nájera;Centro;3;2;85;;True;True;False;False;False;False;7.647058823529412
162831601;850;Piso;941941267;Logroño;Calle Benemérito Cuerpo Guardia Civil;Centro;3;2;95;4;True;False;False;False;False;False;8.947368421052632
162819951;680;Piso;941946251;Logroño;;;3;2;90;2;True;False;False;False;False;False;7.555555555555555
162817350;850;Piso;941944059;Logroño;Calle General Vara de Rey;Centro;4;2;145;4;True;False;False;False;False;False;5.862068965517241
162809624;620;Piso;;Logroño;Calle Obispo Lepe;Residencia;3;1;90;;True;True;False;False;False;False;6.888888888888889
162351957;675;Piso;941945068;Logroño;Logroño - Avenida Solidaridad;Centro;3;1;69;3;True;False;False;False;False;False;9.782608695652174
161999132;650;Apartamento;941948051;Logroño;;;2;1;62;;True;False;False;True;False;False;10.483870967741936
162802260;795;Piso;941946251;Logroño;;;4;2;180;3;True;False;False;False;False;False;4.416666666666667
162799654;600;Piso;941945068;Logroño;Logroño - Calle Marqués de Murrieta;Oeste;2;1;81;6;True;False;False;False;False;False;7.407407407407407
162221438;800;Piso;941948051;Logroño;;;3;2;130;;True;False;True;False;False;False;6.153846153846154
162068898;850;Piso;941948051;Logroño;;;3;2;122;;True;False;True;False;False;False;6.967213114754099
162797788;600;Piso;941948051;Logroño;;;3;1;88;;True;True;False;False;False;False;6.818181818181818
162325449;875;Piso;941945068;Logroño;Logroño - Calle Maria Zambrano;Centro;3;2;120;6;True;False;False;False;False;False;7.291666666666667
147142383;2000;Casa o chalet;941470326;Logroño;Albornoz;Casco Antiguo;3;2;120;1;False;False;False;True;False;False;16.666666666666668
162387098;750;Piso;941945068;Logroño;Logroño - Poeta Prudencio;Cascajos - Piqueras;3;2;75;2;True;False;False;False;False;False;10.0
153019505;2200;Piso;941470326;Logroño;Victor Pradera;Centro;5;2;350;1;True;False;False;False;False;False;6.285714285714286
162782767;400;Apartamento;941470734;Logroño;Ruperto Gomez de Segura;San Millán - Ayuntamiento;2;1;60;1;False;True;False;False;False;False;6.666666666666667
162779430;800;Dúplex;941942218;Logroño;;;4;2;140;3;True;False;False;False;False;False;5.714285714285714
160297972;740;Piso;941470714;Logroño;;;3;2;105;2;True;False;False;False;False;False;7.0476190476190474
162303669;1100;Piso;941945068;Logroño;Logroño - Calle San Antón;Centro;4;2;162;8;True;False;False;False;False;False;6.790123456790123
161999191;650;Apartamento;941948051;Logroño;;;2;1;62;;True;False;False;True;False;False;10.483870967741936
162374040;900;Apartamento;941948051;Logroño;;;2;2;100;;True;False;True;False;False;False;9.0
162505528;520;Apartamento;941948051;Logroño;;;2;1;73;;True;False;False;False;False;False;7.123287671232877
157819058;600;Apartamento;941470129;Logroño;;;2;2;120;;True;False;False;True;False;False;5.0
161770584;700;Piso;941942218;Logroño;Calle de la Vía;Centro;3;2;90;4;True;False;False;False;False;False;7.777777777777778
157627982;900;Piso;941470129;Logroño;;;3;2;142;;True;True;False;False;False;False;6.338028169014085
157626379;1000;Piso;941470129;Logroño;;;3;2;110;;True;True;False;False;False;False;9.090909090909092
161553058;700;Piso;941948051;Logroño;;;3;2;87;;True;True;False;False;False;False;8.045977011494253
162767385;425;Piso;941946140;Logroño;Calle Hospital Viejo;Casco Antiguo;2;1;60;2;False;False;False;True;False;False;7.083333333333333
162430632;700;Piso;941470129;Logroño;;;3;2;100;;True;False;True;False;False;False;7.0
152922977;1000;Piso;941470326;Logroño;Victor Pradera;Centro;4;2;170;6;True;False;False;False;False;False;5.882352941176471
162766002;650;Piso;;Logroño;Calle María Teresa Gil de Gárate;Centro;3;1;75;;True;False;False;True;False;False;8.666666666666666
162700005;950;Ático;941948051;Logroño;;;3;2;120;;True;True;False;False;False;False;7.916666666666667
162157625;950;Piso;941948051;Logroño;;;3;2;130;;True;False;True;False;False;False;7.3076923076923075
158417591;550;Estudio;941948051;Logroño;;;1;1;60;;True;False;False;True;False;False;9.166666666666666
162075141;670;Apartamento;941948051;Logroño;;;2;2;70;;True;False;True;False;False;False;9.571428571428571
162077873;600;Piso;941945068;Logroño;Logroño - Perez Galdos;Centro;2;1;65;1;True;False;False;False;False;False;9.23076923076923
149774773;800;Piso;941470326;Logroño;Avenida Club Deportivo;San Adrián;3;2;140;2;True;False;False;False;False;False;5.714285714285714
162187113;700;Piso;941470129;Logroño;;;3;2;90;;True;False;True;False;False;False;7.777777777777778
161791613;650;Piso;941945068;Logroño;Logroño - Calle Francisco Martínez Zaporta;Casco Antiguo;2;1;52;3;True;False;False;False;False;False;12.5
161711351;575;Piso;941945068;Logroño;Avenida Pérez Galdós;Centro;1;1;43;2;True;False;False;False;False;False;13.372093023255815
154964230;1200;Piso;941470129;Logroño;;;4;2;130;;True;False;True;False;False;False;9.23076923076923
161668224;730;Piso;941945068;Logroño;Logroño - Marques de Murrieta;Centro;2;2;74;6;True;False;False;False;False;False;9.864864864864865
160978503;530;Apartamento;941948051;Logroño;;;2;1;60;;False;True;False;False;False;True;8.833333333333334
161797576;650;Piso;941945068;Logroño;Calle Francisco Martínez Zaporta;Casco Antiguo;2;1;54;2;True;False;False;False;False;False;12.037037037037036
157357923;1100;Ático;941948051;Logroño;;;4;2;210;;True;False;True;False;False;False;5.238095238095238
162739151;510;Piso;;Logroño;Calle Rey Pastor;Centro;1;1;50;;True;False;False;False;False;False;10.2
153888208;850;Piso;941944059;Logroño;Calle de San Antón;Centro;4;2;180;;True;False;True;False;False;False;4.722222222222222
162347156;630;Piso;941944059;Logroño;Calle Benemérito Cuerpo Guardia Civil;Oeste;3;1;88;4;True;False;False;False;False;False;7.159090909090909
162715847;880;Piso;;Logroño;Calle Marqués de Murrieta;Centro;2;2;65;;True;False;False;False;False;True;13.538461538461538
162427393;750;Piso;941941267;Logroño;Calle Rafael Azcona;Oeste;4;2;100;4;True;False;False;False;False;False;7.5
162389543;750;Ático;;Logroño;Parque Los Lirios;Los Lirios;4;2;105;;True;False;True;False;False;False;7.142857142857143
162265313;650;Piso;;Logroño;Calle Cantabria;San Millán - Ayuntamiento;3;1;90;;True;True;False;False;False;False;7.222222222222222
162197279;650;Piso;;Logroño;Avenida de la Solidaridad;Residencia;2;1;90;;True;False;False;False;False;True;7.222222222222222
162139811;900;Piso;;Logroño;Calle Belchite;Centro;2;2;120;;True;False;True;False;False;False;7.5
161550443;1400;Ático;941471043;Logroño;Bretón de Los Herreros;Casco Antiguo;4;3;96;4;True;False;False;False;False;False;14.583333333333334
161932842;750;Piso;941946251;Logroño;;;4;2;110;4;True;False;False;False;False;False;6.818181818181818
161898726;850;Piso;941946251;Logroño;;;3;2;130;1;True;False;False;False;False;False;6.538461538461538
161597424;650;Piso;;Logroño;Calle Francisco Martínez Zaporta;Casco Antiguo;2;;65;;True;False;False;True;False;False;10.0
161247267;650;Piso;;Logroño;Calle Herrerías;Casco Antiguo;2;1;70;;True;False;False;True;False;False;9.285714285714286
160933517;700;Piso;941941267;Logroño;Gran Vía Juan Carlos I;Centro;2;2;90;;False;False;False;True;False;False;7.777777777777778
160748414;650;Piso;;Logroño;Calle San José de Calasanz;San Millán - Ayuntamiento;2;1;61;3;True;False;False;False;False;False;10.655737704918034
157453070;595;Piso;;Logroño;Paseo del Prior;Universidad;3;1;80;;False;True;False;True;False;False;7.4375
155582858;900;Piso;;Logroño;Calle Portales;Logroño;1;1;60;;True;False;False;False;False;True;15.0
151811027;600;Apartamento;941948051;Logroño;;;5;2;150;;False;True;False;False;False;True;4.0
162850819;510;Piso;;Logroño;Avenida Avenida Gran Vía Rey Juan Carlos I;Centro;2;1;80;;True;True;False;False;False;False;6.375
145972430;1390;Piso;941946251;Logroño;;;1;1;53;;True;False;False;True;False;False;26.22641509433962
163017558;375;Piso;926281029;Puertollano;Calle Numancia;Centro;2;1;69;3;True;False;False;False;False;False;5.434782608695652
162874818;450;Piso;926281029;Puertollano;Paseo de San Gregorio;Centro;4;2;125;6;True;False;False;False;False;False;3.6
162338052;400;Piso;926281029;Puertollano;Calle Isabel la Católica;Centro;2;1;77;2;False;False;False;False;True;False;5.194805194805195
163036135;600;Piso;926281029;Puertollano;Calle José Domingo Maestre;Centro;4;2;126;3;False;True;False;False;False;False;4.761904761904762
163029750;375;Piso;926281029;Puertollano;Calle Menéndez Pelayo;Centro;1;1;60;2;True;False;False;False;False;False;6.25
163022863;450;Piso;926281029;Puertollano;Calle de las Cruces;Centro;2;1;72;2;True;False;False;False;False;False;6.25
162998504;600;Casa adosada;;Puertollano;Plaza de Alcolea;PAU 2-600;1;1;300;;False;True;False;False;False;True;2.0
157638026;430;Ático;926281216;Puertollano;;;3;2;85;4;True;False;False;False;False;False;5.0588235294117645
161685922;430;Piso;926281216;Puertollano;;;3;2;90;2;True;False;False;False;False;False;4.777777777777778
162861922;400;Piso;926281029;Puertollano;Calle Santa Lucía;Centro;3;2;110;4;True;False;False;False;False;False;3.6363636363636362
160834243;400;Piso;926281029;Puertollano;Calle Ancha;Centro;3;;60;;False;False;False;False;True;True;6.666666666666667
160927920;400;Piso;926281029;Puertollano;Paseo de San Gregorio;Centro;4;2;105;1;True;False;False;False;False;False;3.8095238095238093
162364305;450;Piso;926281029;Puertollano;Avenida Primero de Mayo;Centro;3;1;88;5;False;False;False;True;False;False;5.113636363636363
161172039;425;Piso;926281029;Puertollano;Avenida Primero de Mayo;Centro;3;1;97;3;True;False;False;False;False;False;4.381443298969073
154064373;450;Piso;926281216;Puertollano;Calle Garcilaso de la Vega;Centro;3;1;85;1;True;False;False;False;False;False;5.294117647058823
161819753;400;Piso;;Puertollano;Calle Goya;Centro;3;1;100;;True;False;False;False;False;False;4.0
160934096;450;Piso;;Puertollano;Paseo de San Gregorio;Centro;3;1;110;;True;False;False;False;False;True;4.090909090909091
160953605;450;Piso;;Puertollano;Calle Ancha;Centro;2;1;64;;False;False;False;True;True;False;7.03125
152143207;400;Piso;926286329;Puertollano;Paseo de San Gregorio;Centro;4;2;90;;True;False;False;False;False;True;4.444444444444445
159432548;400;Piso;926286329;Puertollano;;;2;1;76;2;True;False;False;False;False;False;5.2631578947368425
127642311;350;Piso;;Puertollano;Calle Lope de Vega;Centro;3;1;105;;True;True;False;False;False;False;3.3333333333333335
163013284;475;Piso;926281029;Puertollano;Calle Santa Ana;Centro;3;1;90;;True;False;False;True;False;False;5.277777777777778
